Muscle Group,Exercise Name,Instructions,Exercise URL,Video URL,Detailed How-To,Difficulty,Tags,Exercise Type
biceps,Kettlebell Concentration Curl,"1
Sitting on a chair with your legs apart, rest your arm against your thigh and hold the kettlebell with your arm extended towards the floor.
2
Bending your arm at the elbow, lift the kettlebell until your palm faces your shoulder.
3
Lower to the starting position and repeat.",https://musclewiki.com/kettlebells/male/biceps/kettlebell-concentration-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-concentration-curl-front.mp4#t=0.1,,Intermediate,"Biceps Exercise, How To Do A Kettlebell Concentration Curl, Kettlebells, intermediate Kettlebells exercise, How to do Kettlebell Concentration Curl, Arm Exercise, Bicep Exercise, Kettlebell Exercise",Muscle Building
biceps,Cable Single Arm Bayesian Curl,"1
Use a handle attachment. The cable should be set all the way to the bottom of the machine.
2
Face away from the cable machine.
3
Stagger your stance so you have a better base of support. Face your palm forward. Flex at the elbow and extend.",https://musclewiki.com/cables/male/biceps/cable-single-arm-bayesian-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-bayesian-curl-side.mp4#t=0.1,,Beginner,"Biceps Exercise, How To Do A Cable Bayesian Curl, Bicep Exercise, beginner Cables exercise, Arm Exercise, How to do Cable Bayesian Curl",Muscle Building
biceps,Machine Seated Cable Row,"1
Sit with your back straight on the machine and grip the handles.
2
Pull the handles back using your arms. Your legs and torso should be at a 90° angle. Push out your chest.
3
Pull the handles towards your body until your hands are beside your abdomen.",https://musclewiki.com/machine/male/biceps/machine-seated-cable-row/,https://media.musclewiki.com/media/uploads/videos/branded/male-machine-seated-cable-row-front.mp4#t=0.1,,Novice,"How To Do A Machine Seated Cable Row, Lats Exercise, beginner Machine exercise, How to do Machine Seated Cable Row",Muscle Building
biceps,Kettlebell Preacher Curl,"1
Stand behind a bench, with your chest leaning over the edge of the bench.
2
With one arm resting on the bench, hold the kettlebell, bending the arm at the elbow.
3
Lower your arm using the bench as a guide, keeping your forearm straight.
4
Return to the starting position and repeat.",https://musclewiki.com/kettlebells/male/biceps/kettlebell-preacher-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-preacher-curl-front.mp4#t=0.1,,Intermediate,"intermediate Kettlebells exercise, How to do Kettlebell Preacher Curl, Bicep Exercise, Kettlebells, Kettlebell Exercise, How To Do A Kettlebell Preacher Curl, Arm Exercise, Biceps Exercise",Muscle Building
biceps,Biceps Stretch Variation One,"1
Stand one foot in front of the other with the wall to your right, an arms width away.
2
Place your hand on the wall, fingers pointing away from you.
3
Gently lean forward, keeping your hand stationary.
4
Repeat with the other arm.",https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-biceps-stretch-variation-1-front.mp4#t=0.1,,Novice,"How To Do A Biceps Stretch Variation One, Bicep Exercise, Fitness Stretch, beginner Stretches exercise, Arm Exercise, How to do Biceps Stretch Variation One, Biceps Exercise",Stretching
biceps,Biceps Stretch Variation Two,"1
Stand facing the wall, an arm's width away.
2
Place your hand on the wall with your fingers pointing down.
3
Lean slightly into the wall to feel the stretch in your bicep.",https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-biceps-stretch-variation-2-front.mp4#t=0.1,,Novice,"How To Do A Biceps Stretch Variation Two, Bicep Exercise, Fitness Stretch, How to do Biceps Stretch Variation Two, beginner Stretches exercise, Arm Exercise, Biceps Exercise",Stretching
biceps,Barbell Curl,"1
While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out.
2
Continue the movement until your biceps are fully contracted and the bar is at shoulder level.
3
Hold the contracted position for a second and squeeze the biceps hard.
4
Slowly bring the weight back down to the starting position.",https://musclewiki.com/barbell/male/biceps/barbell-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-curl-front.mp4#t=0.1,"**Detailed How To:**

- Grab the barbell with a shoulder width, underhand grip.
- Flex at the elbows until your forearms press into your bicep (this will look different from person to person).
- Begin to extend your elbows and control the weight during the eccentric part of the exercise.
- Make sure to fully extend your elbows at the end of the rep.
- Repeat until you hit muscular fatigue (1-3 reps left in the tank)

**Ty's Tips**

One of the drawbacks with a Barbell Curl is the bar limits Range of Motion somewhat. The bar will hit your legs before you can fully extend your arms. On most exercises, we want the longest Range or Motion possible. To remedy this,

Push your butt back a tad bit. This will give you a little more room to fully extend your elbows.
Watch out for cheating. Using momentum often naturally happens with a Barbell Curl (and most Dumbbell curl variations). There is a move called the Cheat Curl popularized by Arnold himself. But consider that a separate exercise.

Root your feet to the floor and use a mirror to watch your form. If your hips begin moving and you're unable to continue to perform reps without any hip movement, end the set.
A 6-12 rep range works well for this exercise.",Intermediate,"Biceps, Curl, beginner Barbell exercise, How To Do A Barbell Curl, Bicep Exercise, How to do Barbell Curl, Arm Exercise, Biceps Exercise",Muscle Building
biceps,Biceps Stretch Variation Three,"1
Bend your arm at the elbow, raising your hand to your shoulder.
2
Using your other hand, stretch the arm down to its full extent.",https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-biceps-stretch-variation-3-front.mp4#t=0.1,,Novice,"How To Do A Biceps Stretch Variation Three, Bicep Exercise, Fitness Stretch, How to do Biceps Stretch Variation Three, beginner Stretches exercise, Arm Exercise, Biceps Exercise",Stretching
biceps,Biceps Stretch Variation Four,"1
Stand an arms width away from the wall.
2
Raise your arms out behind you, and place them on the wall with your fingers pointing up.
3
Bend your knees whilst keeping your hands in the same position.",https://musclewiki.com/stretches/male/biceps/biceps-stretch-variation-four/,https://media.musclewiki.com/media/uploads/videos/branded/male-biceps-stretch-variation-4-front.mp4#t=0.1,,Novice,"beginner Stretches exercise, Biceps Exercise, Fitness Stretch, Arm Exercise, How To Do A Biceps Stretch Variation Four, Bicep Exercise, How to do Biceps Stretch Variation Four",Stretching
biceps,Dumbbell Preacher Curl,"1
Sit at preacher bench, hold dumbbells in each hand with arm extended, palm facing up.
2
Curl dumbbells towards shoulder, keeping upper arm stationary and elbows in.
3
Lower dumbbell slowly back to start.",https://musclewiki.com/dumbbells/male/biceps/dumbbell-preacher-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-preacher-curl-side.mp4#t=0.1,,Novice,"Arm Exercise, Bicep Exercise, Dumbbell Exercise, Biceps Exercise",Muscle Building
biceps,Machine Assisted Neutral Chin Up,"1
Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available.
2
Slowly pull up until chin is above the bar. Keep elbows close, core engaged.
3
Lower back with control. Pause at bottom. Repeat for reps.",https://musclewiki.com/machine/male/biceps/machine-assisted-neutral-chin-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-neutral-chin-up-side.mp4#t=0.1,,Novice,Lats Exercise,Muscle Building
biceps,Kettlebell Goblet Curl,"1
Stand up straight with a kettlebell in both hands in front of your pelvis.
2
Raise the kettlebell bending your arms at the elbow until the kettlebell is level with your chest.
3
Lower to the starting position and repeat.",https://musclewiki.com/kettlebells/male/biceps/kettlebell-goblet-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-goblet-curl-front.mp4#t=0.1,,Novice,"Bicep Exercise, Kettlebells, How To Do A Kettlebell Goblet Curl, Kettlebell Exercise, Arm Exercise, How to do Kettlebell Goblet Curl, beginner Kettlebells exercise, Biceps Exercise",Muscle Building
biceps,Machine Assisted Pull Up,"1
Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available.
2
Slowly pull up until chin is above the bar. Keep elbows close, core engaged.
3
Lower back with control. Pause at bottom. Repeat for reps.",https://musclewiki.com/machine/male/biceps/machine-assisted-pull-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-pull-up-side.mp4#t=0.1,,Novice,Lats Exercise,Muscle Building
biceps,Machine Underhand Row,"1
Sit on the machine, feet flat, and grab the handles with palms facing up, keeping your back straight.
2
Pull handles towards your lower abdomen, squeezing your shoulder blades together. Keep elbows close to your body.
3
Slowly return to the starting position, fully extending your arms without locking elbows. Repeat for desired reps.",https://musclewiki.com/machine/male/biceps/machine-underhand-row/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-underhand-row-side.mp4#t=0.1,,Novice,"Biceps Exercise, Bicep Exercise, Arm Exercise, Lats Exercise",Muscle Building
biceps,Kettlebell Single Arm Curl,"1
Stand up straight with a kettlebell in one hand with your forearm facing out.
2
Raise the kettlebell, bending your arm at the elbow and keeping your forearm vertical until your palm faces the shoulder.
3
Lower to the starting position and repeat.",https://musclewiki.com/kettlebells/male/biceps/kettlebell-single-arm-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-curl-front.mp4#t=0.1,,Beginner,"How To Do A Kettlebell Single Arm Curl, How to do Kettlebell Single Arm Curl, Bicep Exercise, Kettlebells, Kettlebell Exercise, Arm Exercise, beginner Kettlebells exercise, Biceps Exercise",Muscle Building
biceps,Machine Assisted Chin Up,"1
Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available.
2
Slowly pull up until chin is above the bar. Keep elbows close, core engaged.
3
Lower back with control. Pause at bottom. Repeat for reps.",https://musclewiki.com/machine/male/biceps/machine-assisted-chin-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-chin-up-front.mp4#t=0.1,,Novice,Lats Exercise,Muscle Building
biceps,Band Row,"1
Stand on your band with both feet.
2
Hinge forward at the hips while keeping a flat back.
3
Let your arms hang freely, then pull your elbows straight back toward the ceiling.",https://musclewiki.com/band/male/biceps/band-row/,https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-row-side.mp4#t=0.1,,Novice,"How To Do A Band Row, beginner Band exercise, Resistance Band Exercises, Lats Exercise, Band, How to do Band Row, Band Exercise",Muscle Building
biceps,Machine Assisted Narrow Pull Up,"1
Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available.
2
Slowly pull up until chin is above the bar. Keep elbows close, core engaged.
3
Lower back with control. Pause at bottom. Repeat for reps.",https://musclewiki.com/machine/male/biceps/machine-assisted-narrow-pull-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-narrow-pull-up-front.mp4#t=0.1,,Novice,Lats Exercise,Muscle Building
biceps,Band Bayesian Curl,"1
Attach band to a low anchor point. Point your palms straight forward.
2
Flex your elbow until you feel your biceps contract. Then fully extend elbows.",https://musclewiki.com/band/male/biceps/band-bayesian-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-bayesian-curl-front.mp4#t=0.1,,Beginner,"Biceps Exercise, How To Do A Band Bayesian Curl, beginner Band exercise, Resistance Band Exercises, Band, How to do Band Bayesian Curl, Arm Exercise, Bicep Exercise, Band Exercise",Muscle Building
biceps,Kettlebell Row (Single),"1
Stand with your feet shoulder width apart holding the kettlebell with both hands in front of your thighs.
2
Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight.
3
Lift the kettlebell upwards towards your chest and lower - repeat.",https://musclewiki.com/kettlebells/male/biceps/kettlebell-row-single/,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-row-single-front.mp4#t=0.1,,Beginner,"Mid Back Exercise, beginner Kettlebells exercise, Kettlebells, Lats Exercise, How to do Kettlebell Row, How To Do A Kettlebell Row, Traps (mid-back) Exercise, Traps (Mid-Back) Exercise, Kettlebell Exercise",Muscle Building
biceps,Cable Single Arm Reverse Curl,"1
Use a handle attachment. The cable should be set all the way to the bottom of the machine.
2
Face away from the cable machine. Stagger your stance so you have a better base of support.
3
Face your palm downwards. Flex at the elbow and extend.",https://musclewiki.com/cables/male/biceps/cable-single-arm-reverse-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-reverse-curl-front.mp4#t=0.1,,Beginner,"Biceps Exercise, How To Do A Cable Reverse Curl, How to do Cable Reverse Curl, Arm Exercise, intermediate Cables exercise, Bicep Exercise",Muscle Building
biceps,Kettlebell Single Arm Row,"1
Stand with your feet shoulder width apart, shifting one foot behind you. Hold the kettlebell in the same hand as the leg shifted backwards.
2
Bend forwards at the hips bringing the kettlebell to the floor while you slightly bend your knee, keeping your back straight.
3
Lift the kettlebell upwards towards your chest and lower - repeat.",https://musclewiki.com/kettlebells/male/biceps/kettlebell-single-arm-row/,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-row-side.mp4#t=0.1,,Novice,"How To Do A Kettlebell Single Arm Row, beginner Kettlebells exercise, Kettlebells, Lats Exercise, How to do Kettlebell Single Arm Row, Kettlebell Exercise",Muscle Building
biceps,Band Bayesian Hammer Curl,"1
Attach band to a low anchor point. Use a neutral grip.
2
Flex your elbow until you feel your biceps contract. Then fully extend elbows.",https://musclewiki.com/band/male/biceps/band-bayesian-hammer-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-bayesian-hammer-curl-front.mp4#t=0.1,,Intermediate,"Biceps Exercise, Bicep Exercise, Resistance Band Exercises, How To Do A Band Bayesian Hammer Curl, Band, Forearm Exercise, Arm Exercise, Forearms Exercise, How to do Band Bayesian Hammer Curl, intermediate Band exercise, Band Exercise",Muscle Building
biceps,Band Kneeling Single Arm Pulldown,"1
Place the band at about eye level. Fall into a kneeling position.
2
The knee that is on the ground should be the same side as the working arm. Stick your chest out.
3
And then pull your elbow straight back. Flex your lats and then extend into the starting position.",https://musclewiki.com/band/male/biceps/band-kneeling-single-arm-pulldown/,https://media.musclewiki.com/media/uploads/videos/branded/male-band-kneeling-single-arm-pulldown-front.mp4#t=0.1,,Novice,"beginner Band exercise, Resistance Band Exercises, How To Do A Band Kneeling Single Arm Pulldown, Lats Exercise, Band, How to do Band Kneeling Single Arm Pulldown, Band Exercise",Muscle Building
biceps,Band Bayesian Reverse Curl,"1
Attach band to a low anchor point. . Point your palms toward your thighs.
2
Flex your elbow until you feel your biceps contract. Then fully extend elbows.",https://musclewiki.com/band/male/biceps/band-bayesian-reverse-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-bayesian-reverse-curl-front.mp4#t=0.1,,Beginner,"How to do Band Bayesian Reverse Curl, Bicep Exercise, Resistance Band Exercises, Biceps Exercise, How To Do A Band Bayesian Reverse Curl, intermediate Band exercise, Arm Exercise, Band, Band Exercise",Muscle Building
biceps,Dumbbell Rear Delt Row,"1
Hinge forward at the hips while maintaining a flat back. Try to get your torso as close to parallel with the ground as your mobility will allow for.
2
Let your arms hang in front of you. Pull your elbows back towards the ceiling while flaring your elbows outward.",https://musclewiki.com/dumbbells/male/biceps/dumbbell-rear-delt-row/,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-rear-delt-row-front.mp4#t=0.1,,Intermediate,"Posterior Deltoid Exercise, How To Do A Dumbbell Rear Delt Row, How to do Dumbbell Rear Delt Row, Dumbbell Exercise, Shoulder Exercise, advanced exercise, advanced Dumbbells exercise, Shoulders Exercise",Muscle Building
biceps,Cable High Bayesian Curl,"1
Use a handle attachment. The cable should be set to about elbow height.
2
Face away from the cable machine.
3
Stagger your stance so you have a better base of support. Face your palm forward. Flex at the elbow and extend.",https://musclewiki.com/cables/male/biceps/cable-high-bayesian-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-high-bayesian-curl-front.mp4#t=0.1,,Beginner,"Biceps Exercise, Bicep Exercise, Arm Exercise",Muscle Building
biceps,Kettlebell Rear Delt Row,"1
Stand with your feet shoulder width apart, holding the kettlebell with both hands in front of your thighs.
2
Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight.
3
Lift the kettlebell upwards towards your upper chest and then lower the kettlebell- repeat.",https://musclewiki.com/kettlebells/male/biceps/kettlebell-rear-delt-row/,https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-rear-delt-row-front.mp4#t=0.1,,Novice,"Shoulder Exercise, beginner Kettlebells exercise, Kettlebells, Posterior Deltoid Exercise, How to do Kettlebell Rear Delt Row, Shoulders Exercise, How To Do A Kettlebell Rear Delt Row, Kettlebell Exercise",Muscle Building
biceps,Dumbbell Incline Hammer Curl,"1
Hold the dumbbells with a neutral grip (thumbs facing the ceiling). Seated on an incline bench.
2
Slowly lift the dumbbell up to chest height
3
Return to starting position and repeat.",https://musclewiki.com/dumbbells/male/biceps/dumbbell-incline-hammer-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-hammer-curl-front.mp4#t=0.1,,Novice,"How to do Dumbbell Incline Hammer Curl, Biceps, Hammer Curl, Bicep Exercise, Dumbbell Exercise, How To Do A Dumbbell Incline Hammer Curl, Arm Exercise, beginner Dumbbells exercise, Biceps Exercise",Muscle Building
biceps,Dumbbell Incline Reverse Curl,"1
Lay on an incline bench.
2
Grab the dumbbells with a pronated (overhand) grip. You can do this exercise thumbless if it's more comfortable on your wrists.
3
Flex at the elbows until your biceps touch your forearms. Try not to let your elbows flair outward.",https://musclewiki.com/dumbbells/male/biceps/dumbbell-incline-reverse-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-reverse-curl-front.mp4#t=0.1,,Novice,"Biceps Exercise, How to do Dumbbell Incline Reverse Curl, Forearms, beginner Dumbbells exercise, Biceps, Reverse Curl, Arm Exercise, Bicep Exercise, Dumbbell Exercise, How To Do A Dumbbell Incline Reverse Curl",Muscle Building
biceps,Dumbbell Incline Zottman Curl,"1
Lay on an incline bench with your palms facing forward.
2
Flex at the elbows until your forearms touch your biceps.
3
When you hit the top of the movement, rotate your palms and then lower the dumbbells slowly.",https://musclewiki.com/dumbbells/male/biceps/dumbbell-incline-zottman-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-zottman-curl-front.mp4#t=0.1,,Intermediate,"Biceps Exercise, How To Do A Dumbbell Incline Zottman Curl, intermediate Dumbbells exercise, Forearms, How to do Dumbbell Incline Zottman Curl, Incline, Biceps, Arm Exercise, Bicep Exercise, Dumbbell Exercise",Muscle Building
